date,open,high,low,close,amout,vol,str07
20171013,9.62,10.5,9.62,10.06,82217.703125,82800,65536
20171016,10.02,10.95,9.75,9.84,28182.599609375,28600,65536
20171017,9.76,9.91,9.7,9.91,63480.55078125,65105,65536
20171018,9.77,10.65,9.77,10.05,1073762.75,1010100,65536
20171019,10.07,10.07,9.85,9.86,14118.599609375,14200,65536
20171020,9.81,9.84,9.81,9.84,6477.60009765625,6600,65536
20171024,9.9,9.95,9.8,9.85,123877.8125,125236,65536
20171025,9.83,9.92,9.83,9.92,494.70001220703125,500,65536
20171026,9.73,9.81,9.73,9.81,1954.0,2000,65536
20171027,9.84,9.96,9.84,9.95,18096.056640625,18284,65536
20171030,9.94,9.94,9.84,9.84,11892.095703125,11984,65536
20171031,9.84,9.85,9.84,9.85,18404.751953125,18703,65536
20171101,9.85,9.85,9.85,9.85,985.0,1000,65536
20171102,9.85,9.85,9.85,9.85,2856.5,2900,65536
20171103,10.0,10.64,9.84,9.86,21033.939453125,20384,65536
20171106,9.83,9.85,9.83,9.85,1185.5400390625,1204,65536
20171108,9.85,9.87,9.85,9.87,17743.24609375,17981,65536
20171109,9.86,9.86,9.85,9.86,5914.5,6000,65536
20171110,10.15,10.48,9.87,10.09,49937.1015625,48236,65536
20171113,9.86,10.07,9.86,9.92,25222.19921875,25200,65536
20171114,9.93,9.93,9.85,9.86,27673.69921875,28000,65536
20171115,9.85,9.85,9.85,9.85,1970.0,2000,65536
20171116,10.01,10.19,9.86,9.86,25014.5,24600,65536
20171117,9.86,9.87,9.84,9.84,11529.900390625,11700,65536
20171120,9.82,9.82,9.74,9.75,975.2999877929688,1000,65536
20171121,9.9,9.9,9.85,9.85,4440.2001953125,4500,65536
20171122,9.84,9.84,9.84,9.84,31192.80078125,31700,65536
20171123,9.83,9.83,9.7,9.71,972.0999755859375,1000,65536
20171124,9.82,9.82,9.82,9.82,27496.0,28000,65536
20171127,9.63,9.63,9.63,9.63,963.0,1000,65536
20171128,9.63,9.63,9.63,9.63,2503.800048828125,2600,65536
20171204,9.62,9.64,9.62,9.62,8093.60009765625,8400,65536
20171205,9.62,9.79,9.5,9.77,17739.099609375,18200,65536
20171206,9.5,9.71,9.5,9.71,6581.7998046875,6800,65536
20171207,9.51,9.66,9.5,9.66,1521.800048828125,1600,65536
20171208,9.5,9.64,9.5,9.64,5796.39990234375,6100,65536
20171211,9.5,9.6,9.5,9.6,10414.0,10900,65536
20171212,9.5,9.5,9.5,9.5,950.0,1000,65536
20171213,9.5,9.54,8.6,9.54,4130.39990234375,4600,65536
20171214,9.6,9.6,9.6,9.6,384.0,400,65536
20171215,9.39,9.39,9.39,9.39,375.6000061035156,400,65536
20171218,9.4,9.4,9.39,9.4,292248.46875,311222,65536
20171220,9.37,9.39,9.37,9.38,21660.2734375,23102,65536
20171221,9.49,9.5,9.48,9.5,32460.498046875,34200,65536
20171222,9.49,9.5,9.48,9.5,22884.400390625,24100,65536
20171225,9.55,9.75,9.55,9.55,10226.5,10700,65536
20171226,9.7,9.7,9.6,9.6,965.0,1000,65536
20171227,9.88,9.88,9.88,9.88,2865.199951171875,2900,65536
20171228,9.38,9.6,9.38,9.6,10612.5,11100,65536
20171229,9.65,9.65,9.65,9.65,96.5,100,65536
20180102,9.63,9.63,9.63,9.63,963.0,1000,65536
20180103,9.6,9.67,9.2,9.65,45802.30078125,48800,65536
20180104,9.65,9.86,9.42,9.68,5490.255859375,5724,65536
20180105,9.68,10.48,9.68,9.77,44673.78125,43900,65536
20180108,9.6,9.67,9.51,9.67,117445.71875,123420,65536
20180110,9.45,9.45,9.45,9.45,10206.0,10800,65536
20180112,9.51,9.51,9.5,9.51,15120.099609375,15900,65536
20180115,9.44,9.44,9.44,9.44,944.0,1000,65536
20180116,9.43,9.43,9.42,9.42,9524.2001953125,10100,65536
20180117,9.5,9.5,9.5,9.5,14725.0,15500,65536
20180123,9.5,9.55,9.5,9.55,1332.0,1400,65536
20180201,9.4,9.4,9.31,9.34,13921.5,14900,65536
20180202,9.3,9.3,9.3,9.3,9300.0,10000,65536
20180205,9.31,9.31,9.3,9.3,5580.39990234375,6000,65536
20180206,9.3,9.3,9.3,9.3,8649.0,9300,65536
20180207,9.3,9.3,9.3,9.3,18321.0,19700,65536
20180212,9.3,9.3,9.3,9.3,930.0,1000,65536
20180213,9.45,9.45,9.4,9.4,14551.0,15400,65536
20180222,9.38,9.38,9.35,9.35,25008.599609375,26700,65536
20180223,9.02,9.28,9.02,9.28,64864.44140625,70771,65536
20180226,9.08,9.24,9.08,9.24,36207.390625,39271,65536
20180301,9.39,9.48,9.31,9.33,40669.6328125,43301,65536
20180307,9.35,9.35,9.35,9.35,18672.884765625,19971,65536
20180308,9.32,9.32,9.32,9.32,18640.0,20000,65536
20180309,9.21,9.3,9.21,9.3,10575.0,11400,65536
20180312,9.26,9.35,9.26,9.35,34185.1484375,36590,65536
20180314,9.35,9.37,9.35,9.37,10305.0,11000,65536
20180319,9.34,9.34,9.34,9.34,934.0,1000,65536
20180320,9.37,9.37,9.37,9.37,93.69999694824219,100,65536
20180321,9.42,9.42,9.42,9.42,10079.400390625,10700,65536
20180326,9.41,9.41,9.41,9.41,3764.0,4000,65536
20180330,9.3,9.3,9.3,9.3,5580.0,6000,65536
20180402,9.3,9.3,9.19,9.19,10963.0,11800,65536
20180412,9.35,9.35,9.35,9.35,3740.0,4000,65536
20180413,9.02,9.22,9.02,9.22,1824.0,2000,65536
20180418,9.21,9.21,9.21,9.21,1842.0,2000,65536
20180423,8.88,8.89,8.88,8.89,1777.0,2000,65536
20180427,8.39,8.39,8.39,8.39,10907.0,13000,65536
20180502,8.66,9.23,8.61,8.73,31138.53125,35502,65536
20180503,8.89,9.18,8.89,9.0,8195.599609375,9200,65536
20180504,9.0,9.0,9.0,9.0,90.0,100,65536
20180509,9.61,9.61,9.02,9.02,998.0999755859375,1100,65536
20180511,9.2,9.2,9.2,9.2,30820.0,33500,65536
20180517,9.2,9.28,9.2,9.28,277.8559875488281,302,65536
20180522,9.28,9.28,9.28,9.28,3712.0,4000,65536
20180530,9.02,9.02,9.02,9.02,902.0,1000,65536
20180531,9.2,9.2,9.2,9.2,19504.0,21200,65536
20180605,9.35,9.35,9.35,9.35,1215.5,1300,65536
20180704,9.09,9.09,9.09,9.09,90.9000015258789,100,65536
20180705,9.39,9.39,9.08,9.08,109053.8984375,120100,65536
20180706,8.17,9.04,8.17,9.04,98130.3984375,120100,65536
20180709,8.28,9.0,8.28,9.0,172.8000030517578,200,65536
20180710,9.8,9.8,9.8,9.8,98.0,100,65536
20180711,8.82,8.82,8.82,8.82,88.19999694824219,100,65536
20180712,8.7,9.0,8.7,9.0,69864.0,80300,65536
20180713,8.91,8.91,8.91,8.91,623.7000122070312,700,65536
20180802,8.9,8.9,8.9,8.9,89.0,100,65536
20180813,8.1,8.1,8.1,8.1,891.0,1100,65536
20180821,8.5,8.5,8.5,8.5,28390.0,33400,65536
20180824,8.97,8.97,8.97,8.97,4036.5,4500,65536
20180830,8.15,9.2,8.15,9.2,5783.5,6800,65536
20180831,8.29,8.29,8.28,8.28,3728.0,4500,65536
20180903,8.33,9.0,8.32,9.0,3648.60009765625,4300,65536
20180904,8.43,8.43,8.43,8.43,252.89999389648438,300,65536
20180906,8.1,9.2,8.1,9.2,11390.0,12500,65536
20180907,8.28,9.1,8.28,8.78,10403.2001953125,12500,65536
20180911,8.0,8.0,8.0,8.0,80.0,100,65536
20180914,8.12,8.8,8.12,8.8,900.0,1100,65536
20180926,8.85,8.86,8.85,8.85,5577.7998046875,6300,65536
20181008,8.02,8.02,8.02,8.02,802.0,1000,65536
20181009,8.82,8.82,8.62,8.64,21976.0,25000,65536
20181010,9.39,9.39,9.36,9.36,2901.89990234375,3100,65536
20181015,8.42,8.7,8.42,8.7,3241.60009765625,3800,65536
20181017,9.5,9.5,9.5,9.5,95.0,100,65536
20181022,9.47,9.47,9.47,9.47,189.39999389648438,200,65536
20181024,8.55,8.55,8.55,8.55,85.5,100,65536
20181025,9.41,9.41,9.39,9.39,2066.60009765625,2200,65536
20181026,8.49,8.49,8.49,8.49,84.9000015258789,100,65536
20181029,9.34,9.34,7.72,7.72,170.60000610351562,200,65536
20181030,8.4,8.4,8.4,8.4,84.0,100,65536
20181031,7.8,7.8,7.8,7.8,78.0,100,65536
20181105,8.58,8.58,8.58,8.58,85.80000305175781,100,65536
20181106,7.86,9.33,7.86,9.26,1099.0,1200,65536
20181108,9.33,9.33,8.35,8.35,844.7999877929688,1000,65536
20181109,8.35,8.35,8.35,8.35,83.5,100,65536
20181113,8.2,8.2,8.2,8.2,492.0,600,65536
20181114,8.45,8.5,8.45,8.5,1691.5,2000,65536
20181120,8.18,8.18,8.18,8.18,818.0,1000,65536
20181212,9.0,9.0,8.98,8.98,539.7999877929688,600,65536
20181213,8.13,8.96,8.13,8.96,902.5999755859375,1100,65536
20181214,8.97,8.97,8.46,8.46,174.3000030517578,200,65536
20181219,7.94,7.94,7.94,7.94,158.8000030517578,200,65536
20181220,8.29,8.29,8.29,8.29,82.9000015258789,100,65536
20181221,7.66,7.66,7.66,7.66,76.5999984741211,100,65536
20181224,7.51,8.05,7.51,8.05,536.5,700,65536
20181225,8.34,8.34,8.34,8.34,583.7999877929688,700,65536
20181228,8.53,8.53,8.53,8.53,426.5,500,65536
20190111,8.57,8.58,8.57,8.57,1971.199951171875,2300,65536
20190118,7.92,8.61,7.92,8.61,9287.099609375,10800,65536
20190121,8.3,8.3,8.3,8.3,8881.0,10700,65536
20190122,8.31,8.31,8.31,8.31,831.0,1000,65536
20190124,8.33,8.33,8.33,8.33,833.0,1000,65536
20190129,8.62,8.62,8.58,8.58,1719.199951171875,2000,65536
20190131,8.59,8.59,8.59,8.59,24739.19921875,28800,65536
20190212,8.75,8.75,8.75,8.75,87.5,100,65536
20190213,9.0,9.0,9.0,9.0,90.0,100,65536
20190218,9.59,9.6,9.59,9.6,2879.199951171875,3000,65536
20190219,8.7,8.7,8.7,8.7,1.7400000095367432,2,65536
20190220,9.0,9.0,9.0,9.0,1080.0,1200,65536
20190228,9.36,9.36,9.36,9.36,2768.68798828125,2958,65536
20190304,9.58,9.59,9.58,9.59,30768.2578125,32101,65536
20190306,9.8,9.81,9.8,9.81,8526.099609375,8700,65536
20190307,9.07,10.09,9.07,10.0,2557.39990234375,2700,65536
20190308,9.5,9.92,9.5,9.92,1446.0,1500,65536
20190311,9.89,9.89,9.89,9.89,989.0,1000,65536
20190312,10.1,10.1,10.0,10.04,12935.599609375,12900,65536
20190313,10.36,10.36,9.83,10.26,102838.046875,100271,65536
20190314,9.5,9.5,9.5,9.5,95.0,100,65536
20190319,10.45,10.45,10.45,10.45,7524.0,7200,65536
20190321,11.39,11.39,10.34,10.5,6523.36181640625,6101,65536
20190322,10.41,10.41,10.41,10.41,3852.740966796875,3701,65536
20190326,10.3,10.3,10.3,10.3,1133.0,1100,65536
20190327,10.2,10.2,10.2,10.2,938.4000244140625,920,65536
20190328,10.33,10.33,10.33,10.33,1239.5999755859375,1200,65536
20190329,9.83,10.83,9.83,10.83,5906.5,5500,65536
20190401,10.51,10.9,10.51,10.9,9170.0,8600,65536
20190402,10.7,10.7,10.7,10.7,1070.0,1000,65536
20190408,10.82,10.82,10.59,10.59,9075.5,8400,65536
20190410,10.93,11.21,10.93,11.21,22621.099609375,20200,65536
20190411,11.3,11.31,11.3,11.31,14351.599609375,12700,65536
20190412,11.11,11.11,10.43,10.43,12741.400390625,12200,65536
20190415,10.79,10.79,10.76,10.76,12082.099609375,11200,65536
20190416,10.6,10.85,10.6,10.61,1275.300048828125,1200,65536
20190417,10.75,10.93,10.7,10.8,7754.60009765625,7200,65536
20190422,10.81,10.99,10.74,10.74,18939.0,17400,65536
20190425,10.0,10.61,10.0,10.61,3052.5,2900,65536
20190426,10.6,10.61,10.6,10.61,11034.0,10400,65536
20190529,9.83,11.33,9.83,11.29,422.79998779296875,400,65536
20190530,10.16,10.16,10.16,10.16,101.5999984741211,100,65536
20190606,10.12,10.12,10.12,10.12,1113.199951171875,1100,65536
20190611,10.12,10.12,10.12,10.12,1072.719970703125,1060,65536
20190619,9.13,10.1,9.13,10.1,1456.800048828125,1500,65536
20190620,10.29,10.3,10.29,10.3,47173.3984375,45800,65536
20190621,10.3,10.3,10.3,10.3,2163.0,2100,65536
20190624,10.34,10.34,10.34,10.34,206.8000030517578,200,65536
20190625,9.82,9.82,9.82,9.82,982.0,1000,65536
20190626,10.39,10.39,10.39,10.39,831.2000122070312,800,65536
20190701,10.59,10.74,10.59,10.74,5765.4130859375,5407,65536
20190709,10.4,10.4,10.4,10.4,1456.0,1400,65536
20190710,10.5,10.5,10.5,10.5,1050.0,1000,65536
20190716,10.0,11.18,10.0,11.18,523.5999755859375,500,65536
20190717,10.4,10.51,10.4,10.51,22475.94921875,21401,65536
20190725,10.51,10.51,10.51,10.51,5360.10009765625,5100,65536
20190730,10.44,10.44,10.44,10.44,208.8000030517578,200,65536
20190801,10.7,11.33,10.7,11.3,2988.0,2700,65536
20190802,10.56,10.56,10.56,10.56,844.7999877929688,800,65536
20190806,10.55,10.55,10.55,10.55,1055.0,1000,65536
20190813,10.55,10.55,10.55,10.55,527.5,500,65536
20190814,10.15,10.68,10.15,10.68,2136.800048828125,2100,65536
20190815,10.7,10.7,10.7,10.7,535.0,500,65536
20190826,10.7,10.71,10.7,10.7,16914.970703125,15801,65536
20190828,10.88,10.88,10.88,10.88,2176.0,2000,65536
20190905,11.5,11.5,11.21,11.21,11575.2998046875,10300,65536
20190909,11.5,11.61,11.5,11.61,44454.30078125,38300,65536
20190910,11.53,11.53,11.51,11.51,1728.5,1500,65536
20190911,11.53,11.53,11.53,11.53,1153.0,1000,65536
20190912,11.49,11.5,11.49,11.5,1724.5,1500,65536
20190916,11.5,11.5,11.46,11.46,1723.0,1500,65536
20190920,11.5,11.5,11.5,11.5,1150.0,1000,65536
20190923,11.5,11.5,11.31,11.31,1151.1309814453125,1001,65536
20190925,11.51,11.51,11.51,11.51,1151.0,1000,65536
20191014,11.5,11.5,11.5,11.5,1150.0,1000,65536
20191017,11.56,11.56,11.56,11.56,115.5999984741211,100,65536
20191025,11.54,11.54,11.54,11.54,1154.0,1000,65536
20191029,11.89,11.89,11.89,11.89,2496.89990234375,2100,65536
20191030,11.71,11.71,11.71,11.71,1171.0,1000,65536
20191101,11.94,11.94,11.94,11.94,119.4000015258789,100,65536
20191105,12.1,12.1,12.1,12.1,24.200000762939453,20,65536
20191119,12.2,12.29,12.2,12.29,1843.8199462890625,1501,65536
20191121,12.26,12.26,12.19,12.26,123.81900024414062,101,65536
20191122,12.3,12.3,12.3,12.3,615.0,500,65536
20191202,11.93,13.16,11.93,13.16,36453.96484375,30505,65536
20191203,11.86,11.86,11.86,11.86,593.0,500,65536
20191205,11.98,11.98,11.98,11.98,1.1979999542236328,1,65536
20191206,12.17,12.17,12.17,12.17,608.5,500,65536
20191210,12.24,12.24,12.24,12.24,1224.0,1000,65536
20191225,12.57,12.57,12.57,12.57,1257.0,1000,65536
20191231,12.87,12.87,12.87,12.87,5028.30908203125,3907,65536
20200107,13.3,13.3,13.3,13.3,532.0,400,65536
20200109,13.19,13.19,13.19,13.19,1846.5999755859375,1400,65536
20200113,13.3,13.3,13.3,13.3,1729.0,1300,65536
20200206,13.82,13.82,13.82,13.82,1382.0,1000,65536
20200225,15.0,15.0,15.0,15.0,7200.0,4800,65536
